Method,VenclovasLab.csv_F_Voronota_glob_light_score,VenclovasLab.csv_F_Voronota_glob_dark_score,VenclovasLab.csv_F_Voronota_glob_area,VenclovasLab.csv_F_Voronota_glob_area_per_atom,VenclovasLab.csv_F_Voronota_glob_nonprotein_area,VenclovasLab.csv_F_Voronota_glob_volume,VenclovasLab.csv_F_Voronota_glob_volume_per_atom,VenclovasLab.csv_F_Voronota_glob_energy,VenclovasLab.csv_F_Voronota_glob_energy_norm,VenclovasLab.csv_F_Voronota_glob_energy_per_atom,VenclovasLab.csv_F_Voronota_glob_sas_area,VenclovasLab.csv_F_Voronota_glob_sas_area_per_atom,VenclovasLab.csv_F_Voronota_glob_sas_energy,VenclovasLab.csv_F_Voronota_glob_sas_energy_norm,VenclovasLab.csv_F_Voronota_glob_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_glob_nonsas_area,VenclovasLab.csv_F_Voronota_glob_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_glob_nonsas_energy,VenclovasLab.csv_F_Voronota_glob_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_glob_nonsas_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_atoms,VenclovasLab.csv_F_Voronota_iface_atoms_light_score,VenclovasLab.csv_F_Voronota_iface_area,VenclovasLab.csv_F_Voronota_iface_energy,VenclovasLab.csv_F_Voronota_iface_energy_norm,VenclovasLab.csv_F_Voronota_iface_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_shelled_energy,VenclovasLab.csv_F_Voronota_iface_shelled_energy_norm,VenclovasLab.csv_F_Voronota_iface_shelled_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_expanded_area,VenclovasLab.csv_F_Voronota_iface_expanded_energy,VenclovasLab.csv_F_Voronota_iface_expanded_energy_norm,VenclovasLab.csv_F_Voronota_iface_expanded_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy_norm,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy_per_atom,VenclovasLab.csv_F_Voronota_split_light_score,VenclovasLab.csv_F_Voronota_split_dark_score,VenclovasLab.csv_F_Voronota_split_area,VenclovasLab.csv_F_Voronota_split_area_per_atom,VenclovasLab.csv_F_Voronota_split_volume,VenclovasLab.csv_F_Voronota_split_volume_per_atom,VenclovasLab.csv_F_Voronota_split_energy,VenclovasLab.csv_F_Voronota_split_energy_norm,VenclovasLab.csv_F_Voronota_split_energy_per_atom,VenclovasLab.csv_F_Voronota_split_sas_area,VenclovasLab.csv_F_Voronota_split_sas_area_per_atom,VenclovasLab.csv_F_Voronota_split_sas_energy,VenclovasLab.csv_F_Voronota_split_sas_energy_norm,VenclovasLab.csv_F_Voronota_split_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_split_nonsas_area,VenclovasLab.csv_F_Voronota_split_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_split_nonsas_energy,VenclovasLab.csv_F_Voronota_split_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_split_nonsas_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_light_score,VenclovasLab.csv_F_Voronota_diff_glob_dark_score,VenclovasLab.csv_F_Voronota_diff_glob_area,VenclovasLab.csv_F_Voronota_diff_glob_area_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_energy,VenclovasLab.csv_F_Voronota_diff_glob_energy_norm,VenclovasLab.csv_F_Voronota_diff_glob_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_volume,VenclovasLab.csv_F_Voronota_diff_glob_volume_per_atom,VenclovasLab.csv_F_Voronota_diff_sas_area,VenclovasLab.csv_F_Voronota_diff_sas_area_per_atom,VenclovasLab.csv_F_Voronota_diff_sas_energy,VenclovasLab.csv_F_Voronota_diff_sas_energy_norm,VenclovasLab.csv_F_Voronota_diff_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_nonsas_area,VenclovasLab.csv_F_Voronota_diff_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_diff_nonsas_energy,VenclovasLab.csv_F_Voronota_diff_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_diff_nonsas_energy_per_atom,Oliva_rawdata_v3.csv_F_num_of_contacs,Oliva_rawdata_v3.csv_F_PA,Oliva_rawdata_v3.csv_F_PAr,Oliva_rawdata_v3.csv_F_PAl,Oliva_rawdata_v3.csv_F_CA,Oliva_rawdata_v3.csv_F_CAr,Oliva_rawdata_v3.csv_F_CAl,Oliva_rawdata_v3.csv_F_CP,Oliva_rawdata_v3.csv_F_PP,Oliva_rawdata_v3.csv_F_CC,Oliva_rawdata_v3.csv_F_ArAr,Oliva_rawdata_v3.csv_F_AlAl,Oliva_rawdata_v3.csv_F_AlAr,Oliva_rawdata_v3.csv_F_AAr,Oliva_rawdata_v3.csv_F_AAl,Oliva_rawdata_v3.csv_F_AA,Oliva_rawdata_v3.csv_F_fPA,Oliva_rawdata_v3.csv_F_fPAr,Oliva_rawdata_v3.csv_F_fPAl,Oliva_rawdata_v3.csv_F_fCA,Oliva_rawdata_v3.csv_F_fCAr,Oliva_rawdata_v3.csv_F_fCAl,Oliva_rawdata_v3.csv_F_fCP,Oliva_rawdata_v3.csv_F_fPP,Oliva_rawdata_v3.csv_F_fCC,Oliva_rawdata_v3.csv_F_fArAr,Oliva_rawdata_v3.csv_F_fAlAl,Oliva_rawdata_v3.csv_F_fAlAr,Oliva_rawdata_v3.csv_F_fAAr,Oliva_rawdata_v3.csv_F_fAAl,Oliva_rawdata_v3.csv_F_fAA,Oliva_rawdata_v3.csv_F_BSA_Freesasa,Oliva_rawdata_v3.csv_F_BSA_Polar_Freesasa,Oliva_rawdata_v3.csv_F_BSA_Apolar_Freesasa,Oliva_rawdata_v3.csv_F_BSA_naccess,Oliva_rawdata_v3.csv_F_BSA_Polar naccess,Oliva_rawdata_v3.csv_F_BSA_Apolar_naccess,LyonMOBIGroup_MOBI_raw_scores.csv_F_shape,LyonMOBIGroup_MOBI_raw_scores.csv_F_hydro,FurmanLab_interface_analyzer_disulf.csv_F_I-sc,FurmanLab_interface_analyzer_disulf.csv_F_dG-cross/dSASAx100,FurmanLab_interface_analyzer_disulf.csv_F_dG-separated/dSASAx100,FurmanLab_interface_analyzer_disulf.csv_F_dSASA-polar,FurmanLab_interface_analyzer_disulf.csv_F_fa-dun,FurmanLab_interface_analyzer_disulf.csv_F_fa-intra-rep,FurmanLab_interface_analyzer_disulf.csv_F_fa-intra-sol-xover4,FurmanLab_interface_analyzer_disulf.csv_F_sc-value,Kiharalab_feature.csv_F_DFIRE,Kiharalab_feature.csv_F_GOAP,Kiharalab_feature.csv_F_DOVE,Kiharalab_feature.csv_F_GNN-DOVE,Kiharalab_feature.csv_F_ITScore,Kiharalab_feature.csv_F_PhysicsScore,Kiharalab_feature.csv_F_RosettaInterfaceEnergy,Kiharalab_feature.csv_F_VoroMQA,
Oliva_rawdata_v3.csv_F_CAl,0.02552,-0.04916,0.08792,-0.15321,-0.00392,0.08880,-0.14697,-0.08500,-0.04340,-0.01007,0.07870,-0.14754,0.05438,0.03035,0.02994,0.09436,0.10360,-0.10165,-0.01293,-0.04608,0.46043,-0.01589,0.44073,-0.28671,0.00519,-0.09668,-0.28090,0.00960,-0.09513,0.39521,-0.29561,-0.03512,-0.10131,-0.29400,-0.01833,-0.09525,-0.01477,-0.08220,0.09604,-0.06120,0.09423,-0.05509,-0.06457,0.02088,0.03850,0.10648,-0.04648,0.09788,0.06679,0.06272,0.08612,0.00973,-0.09228,-0.00889,-0.01305,0.07343,0.07887,-0.43674,-0.14119,-0.23956,-0.12227,-0.09175,-0.44165,-0.15063,-0.43876,-0.14428,-0.19450,-0.09644,-0.08534,0.43565,0.14883,-0.27968,-0.01187,-0.09372,0.52209,0.12370,0.47262,0.18444,0.24783,0.32770,1.00000,0.37698,0.17224,0.41484,0.36816,0.04970,0.37276,0.27354,0.04646,0.02078,-0.10612,0.14893,-0.21430,-0.02445,-0.08254,0.71793,-0.03889,-0.13059,0.07368,0.19452,-0.21683,0.13826,0.08628,-0.21274,-0.13117,0.41143,0.37838,0.38338,0.41181,0.25780,0.28407,0.08518,0.00820,0.05928,0.06286,0.01979,0.42364,0.11026,0.08487,0.10582,-0.00513,-0.08172,-0.09903,0.06422,0.01645,-0.10406,-0.28378,0.01613,0.03443,
Oliva_rawdata_v3.csv_F_CP,-0.06575,-0.16010,0.35335,-0.16357,-0.01144,0.34978,-0.16585,-0.30076,0.03800,0.07953,0.35097,-0.16768,0.07657,0.05199,0.04645,0.35106,0.14107,-0.33337,0.10468,0.05701,0.53507,-0.26456,0.50276,-0.03238,0.38100,0.12558,-0.03460,0.37763,0.12051,0.56004,-0.19729,0.17714,0.05002,-0.11322,0.30014,0.09227,0.00668,-0.08847,0.36166,-0.11547,0.35504,-0.12072,-0.29994,-0.03212,-0.01075,0.37933,-0.11023,0.04356,-0.01768,-0.02355,0.34223,0.08618,-0.33105,0.04572,0.01044,-0.12529,-0.11687,-0.50270,-0.01980,0.07439,0.13626,0.14999,-0.46170,-0.01950,-0.51709,-0.02572,0.12331,0.19129,0.15185,0.53451,0.03649,-0.02456,0.20499,0.13427,0.68944,0.35120,0.36508,0.47799,0.39296,0.51434,0.37698,1.00000,0.55164,0.56178,0.02087,0.12179,0.08013,0.04271,0.11652,0.04190,0.05000,-0.02743,0.04473,0.02677,-0.04401,-0.06331,0.62156,0.18728,0.12342,-0.15759,-0.25442,-0.25462,-0.17014,-0.21144,-0.13604,0.50066,0.59938,0.36888,0.50810,0.54766,0.11575,0.04486,-0.13366,0.33443,0.31433,0.23641,0.62862,0.37809,0.30313,0.37085,-0.24796,-0.33006,-0.34776,0.04061,-0.02242,-0.34657,-0.25636,0.04669,-0.03791,
Oliva_rawdata_v3.csv_F_PP,-0.00720,-0.05840,0.19858,-0.14183,-0.02001,0.19550,-0.16298,-0.16892,0.00401,0.03748,0.19232,-0.14158,0.07690,0.04777,0.04617,0.20128,0.11090,-0.19493,0.03559,0.00052,0.38050,-0.11972,0.35928,-0.07644,0.20432,0.05626,-0.07709,0.20190,0.05339,0.36653,-0.10767,0.13540,0.03989,-0.09239,0.17503,0.05058,0.02167,-0.03568,0.20479,-0.09076,0.19951,-0.10895,-0.16321,-0.01955,-0.00349,0.21332,-0.08422,0.07272,0.01973,0.01202,0.19501,0.06048,-0.19177,0.00248,-0.01877,-0.05640,-0.03552,-0.36176,-0.04164,-0.02603,0.04848,0.06758,-0.34255,-0.04403,-0.36558,-0.04303,0.00172,0.07868,0.06760,0.36674,0.04525,-0.07085,0.12384,0.06175,0.51213,0.46633,0.40809,0.53331,0.13480,0.24526,0.17224,0.55164,1.00000,0.17876,0.03240,0.11631,0.08359,0.02324,0.09504,0.06658,0.23701,0.11705,0.27148,-0.13204,-0.20213,-0.15221,0.21901,0.77534,-0.15381,-0.11436,-0.15673,-0.16857,-0.14444,-0.14856,-0.08336,0.34592,0.39563,0.26787,0.34896,0.33362,0.12297,0.09600,-0.05050,0.22003,0.20226,0.15610,0.42714,0.22392,0.26776,0.21518,-0.15581,-0.17763,-0.19280,0.03362,-0.02541,-0.18157,-0.15338,0.00391,0.00431,
Oliva_rawdata_v3.csv_F_CC,-0.06359,-0.14722,0.31792,-0.13935,-0.00691,0.31531,-0.12731,-0.28847,-0.00481,0.02973,0.31448,-0.16724,-0.02471,-0.02389,-0.02609,0.31692,0.19322,-0.29749,0.13579,0.06845,0.52238,-0.27631,0.49747,-0.05831,0.35189,0.10833,-0.05415,0.35640,0.10839,0.57208,-0.31017,0.06204,-0.01618,-0.17885,0.23965,0.05682,0.01394,-0.06772,0.32626,-0.09729,0.32043,-0.09408,-0.29169,-0.08279,-0.06727,0.34323,-0.10971,-0.07567,-0.11854,-0.11639,0.30788,0.12328,-0.29392,0.08859,0.03046,-0.13642,-0.13592,-0.49626,-0.01971,0.12293,0.16602,0.18000,-0.44626,-0.01134,-0.51354,-0.02621,0.21981,0.25392,0.21960,0.53607,0.03805,-0.06897,0.14452,0.10370,0.56530,0.11960,0.11667,0.19834,0.48054,0.54498,0.41484,0.56178,0.17876,1.00000,-0.03833,0.09082,0.04641,0.02467,0.09659,0.03072,-0.14074,-0.21364,-0.23214,0.17985,0.17217,0.07843,0.20027,-0.13097,0.69936,-0.19900,-0.23824,-0.26158,-0.17983,-0.20453,-0.13312,0.51244,0.64213,0.35744,0.51826,0.56142,0.11519,0.01725,-0.15519,0.25119,0.25048,0.16525,0.63948,0.32532,0.20267,0.33765,-0.26294,-0.29450,-0.31491,0.08478,-0.03331,-0.31789,-0.26730,0.03773,-0.04225,
Oliva_rawdata_v3.csv_F_ArAr,0.10310,0.06734,-0.11673,-0.07274,-0.01655,-0.11438,-0.08054,0.08948,-0.08401,-0.07613,-0.12439,-0.04247,0.01057,0.00161,0.00215,-0.10912,-0.03342,0.09162,-0.12181,-0.10513,0.26899,0.24129,0.26659,-0.43562,-0.33104,-0.30050,-0.43493,-0.33432,-0.30204,0.17270,-0.30396,-0.20485,-0.24280,-0.39452,-0.30620,-0.28326,-0.04835,-0.07024,-0.11110,0.04058,-0.11046,0.03868,0.12147,0.09240,0.09533,-0.10539,0.07242,0.10606,0.12579,0.13057,-0.11437,-0.13164,0.10470,-0.06423,-0.00444,0.27362,0.27325,-0.26550,-0.24889,-0.43794,-0.34638,-0.31018,-0.29644,-0.25958,-0.25461,-0.24816,-0.40454,-0.33500,-0.30269,0.23164,0.24477,-0.42456,-0.19285,-0.29511,0.23345,0.04173,0.42153,0.05676,-0.01111,-0.00010,0.36816,0.02087,0.03240,-0.03833,1.00000,0.06010,0.46909,0.35146,0.03273,0.00176,-0.06747,0.32141,-0.15784,-0.14936,-0.23376,0.28542,-0.16501,-0.09755,-0.20366,0.84636,-0.10528,0.35908,0.26954,-0.10730,-0.07333,0.22759,0.09132,0.29498,0.22445,-0.02857,0.32771,0.16762,0.20238,-0.00940,-0.01407,-0.03141,0.13454,-0.10271,-0.02176,-0.10724,0.16277,0.09914,0.10231,0.08897,0.03924,0.09713,-0.21878,-0.00279,0.10855,
Oliva_rawdata_v3.csv_F_AlAl,-0.06366,-0.02433,-0.10460,0.16774,0.01051,-0.11241,0.10270,0.13672,0.08097,0.04861,-0.09725,0.12293,0.05879,0.02503,0.01744,-0.10930,0.00220,0.13032,0.05281,0.04672,0.48621,0.25489,0.51511,-0.65219,-0.34997,-0.53760,-0.66350,-0.36950,-0.54556,0.38547,-0.46872,-0.22565,-0.46921,-0.60153,-0.35637,-0.52149,-0.31715,-0.27551,-0.09401,0.31895,-0.10507,0.27911,0.18601,0.33612,0.32327,-0.06297,0.29281,0.21022,0.22541,0.24979,-0.11851,-0.20298,0.14898,0.14261,0.20246,0.53823,0.52879,-0.52355,-0.50338,-0.67436,-0.56331,-0.55458,-0.56754,-0.51321,-0.49177,-0.49174,-0.65021,-0.53916,-0.55137,0.42857,0.46611,-0.60545,-0.39207,-0.51198,0.58299,0.11104,0.05069,0.58295,0.17079,0.52579,0.04970,0.12179,0.11631,0.09082,0.06010,1.00000,0.43400,0.11126,0.44141,0.13616,-0.16969,-0.19305,0.20585,-0.15758,0.15153,-0.22675,-0.28294,-0.14995,-0.24511,-0.11856,0.71277,0.10897,-0.12459,0.12610,-0.08935,0.46950,0.17189,0.62012,0.46439,0.04360,0.57303,0.32979,0.54319,0.36022,0.34689,0.23349,0.25677,0.00611,0.24963,-0.07371,0.10093,0.09642,0.10905,0.02860,-0.01081,0.10894,-0.41330,0.00685,-0.03287,
Oliva_rawdata_v3.csv_F_AlAr,0.06374,0.04251,-0.13564,0.00836,-0.01012,-0.13629,-0.00336,0.12342,-0.03695,-0.04438,-0.13805,0.01142,0.04193,0.01720,0.01582,-0.13207,-0.01575,0.12017,-0.08289,-0.07710,0.51537,0.31181,0.53695,-0.71043,-0.39486,-0.49765,-0.71701,-0.40883,-0.50295,0.37852,-0.51591,-0.25691,-0.41652,-0.65398,-0.39253,-0.47360,-0.18489,-0.19701,-0.12467,0.18116,-0.12858,0.18317,0.17795,0.23866,0.23650,-0.10161,0.19600,0.20861,0.22662,0.24587,-0.14215,-0.20465,0.14074,-0.00001,0.07697,0.48507,0.49089,-0.53680,-0.45666,-0.73814,-0.57017,-0.53530,-0.59324,-0.47749,-0.51387,-0.45223,-0.71096,-0.56405,-0.54548,0.46586,0.44029,-0.66404,-0.31236,-0.47376,0.51685,0.10056,0.39673,0.36193,0.08186,0.26946,0.37276,0.08013,0.08359,0.04641,0.46909,0.43400,1.00000,0.37720,0.29613,0.09687,-0.15681,0.13694,-0.00170,-0.20781,-0.08976,0.10997,-0.28648,-0.16040,-0.27084,0.22877,0.13136,0.74591,0.14938,0.00581,-0.09720,0.48016,0.22010,0.60307,0.47412,0.04197,0.58762,0.26002,0.43559,0.06116,0.05465,0.00009,0.30544,-0.08330,0.05121,-0.12221,0.21371,0.11521,0.12586,0.05838,0.02440,0.12465,-0.44771,-0.03822,0.07516,
Oliva_rawdata_v3.csv_F_AAr,0.08673,0.05231,-0.01376,-0.13070,-0.00372,-0.01240,-0.12290,0.00125,-0.07572,-0.05351,-0.02170,-0.09797,0.01993,0.01479,0.01949,-0.00716,0.00485,-0.00320,-0.09724,-0.09339,0.35388,0.10790,0.34821,-0.36921,-0.17274,-0.18544,-0.36601,-0.17245,-0.18497,0.27457,-0.24926,-0.06429,-0.13319,-0.32348,-0.13997,-0.16380,-0.01235,-0.03444,-0.00695,-0.02911,-0.00771,-0.02065,0.03147,0.05390,0.06743,0.00137,0.00543,0.10679,0.11027,0.11504,-0.01376,-0.07826,0.00830,-0.06825,-0.02871,0.17245,0.17029,-0.34777,-0.18076,-0.39015,-0.25018,-0.21884,-0.36960,-0.19130,-0.34204,-0.18323,-0.37015,-0.25674,-0.23013,0.32682,0.18631,-0.36095,-0.08355,-0.18272,0.35277,0.24130,0.32170,0.11632,0.25641,0.08017,0.27354,0.04271,0.02324,0.02467,0.35146,0.11126,0.37720,1.00000,0.32809,0.32821,0.06844,0.17940,-0.16755,0.04849,-0.24535,0.09984,-0.21713,-0.15829,-0.21285,0.22611,-0.13890,0.20171,0.83423,0.12055,0.16739,0.32254,0.19730,0.37036,0.32086,0.10258,0.32183,0.11556,0.11677,0.06705,0.07021,0.04888,0.20886,0.01063,0.06996,-0.00487,0.10097,0.00658,0.00101,0.08299,0.00970,0.00106,-0.29507,-0.07063,0.09721,
Oliva_rawdata_v3.csv_F_AAl,0.03834,0.06619,-0.02128,-0.06100,0.03687,-0.02403,-0.07631,0.03477,-0.01170,0.00044,-0.02735,-0.06531,0.07256,0.04967,0.05280,-0.01610,0.06093,0.02008,-0.03873,-0.05668,0.44621,0.08201,0.45739,-0.37713,-0.07031,-0.18935,-0.38117,-0.07859,-0.19404,0.35839,-0.23249,0.04200,-0.13434,-0.32011,-0.04385,-0.16771,-0.06404,-0.05179,-0.01228,0.05298,-0.01778,0.04770,0.06816,0.12265,0.12551,0.00258,0.05926,0.17803,0.16268,0.16783,-0.02445,-0.06568,0.03062,-0.03237,-0.00125,0.19562,0.23261,-0.45904,-0.25822,-0.44052,-0.27990,-0.24520,-0.49207,-0.27434,-0.44411,-0.25615,-0.45937,-0.30182,-0.28514,0.41118,0.25022,-0.33418,-0.01181,-0.16280,0.53382,0.36230,0.06548,0.40095,0.40886,0.34890,0.04646,0.11652,0.09504,0.09659,0.03273,0.44141,0.29613,0.32809,1.00000,0.50942,0.09259,-0.18430,0.06027,0.09614,-0.02729,-0.25108,-0.26738,-0.16118,-0.24340,-0.13464,0.14031,-0.00979,0.07768,0.76721,0.28541,0.42499,0.25041,0.49470,0.42209,0.13422,0.42411,0.20150,0.28660,0.19872,0.19688,0.13826,0.29562,0.04755,0.17963,-0.00696,0.08215,0.01223,0.01522,0.05390,-0.06230,0.01783,-0.36560,-0.04291,0.06319,
Oliva_rawdata_v3.csv_F_AA,0.07381,0.09008,0.00588,-0.08746,0.02214,0.00688,-0.08148,-0.01348,-0.06011,-0.04793,-0.00316,-0.07502,0.02354,0.01718,0.01838,0.01314,0.03159,-0.01951,-0.07943,-0.08466,0.25531,0.01441,0.25464,-0.16532,0.02489,-0.05496,-0.16583,0.02406,-0.05580,0.21802,-0.08479,0.10603,-0.00956,-0.12997,0.06079,-0.03473,0.03084,0.04549,0.01077,-0.02436,0.01023,-0.01733,0.00234,0.00507,0.01006,0.01352,-0.00822,0.07370,0.06754,0.07185,0.00834,-0.02706,-0.01499,-0.08826,-0.06592,0.06250,0.07469,-0.25306,-0.10820,-0.20033,-0.11904,-0.09740,-0.26620,-0.11748,-0.25045,-0.11048,-0.21623,-0.13482,-0.13083,0.24209,0.11379,-0.13898,0.06645,-0.03768,0.30219,0.37517,0.02343,0.18165,0.34402,0.08339,0.02078,0.04190,0.06658,0.03072,0.00176,0.13616,0.09687,0.32821,0.50942,1.00000,0.22774,-0.11372,-0.05269,0.19076,-0.15668,-0.15666,-0.16788,-0.08239,-0.15440,-0.08921,-0.09199,-0.10284,0.17788,0.38206,0.83673,0.24187,0.17884,0.25601,0.24058,0.10956,0.20793,0.07772,0.09396,0.07167,0.07682,0.07107,0.18099,0.02996,0.08877,0.00779,0.02764,-0.01082,-0.01388,0.06794,-0.01085,-0.01305,-0.19590,-0.13059,0.08647,
Oliva_rawdata_v3.csv_F_fPA,0.09871,0.08601,0.02454,-0.12697,-0.00717,0.02724,-0.11142,-0.04081,-0.07972,-0.05781,0.01292,-0.09670,0.01822,0.01095,0.01520,0.03368,0.00925,-0.04701,-0.09689,-0.09455,0.00720,-0.07526,-0.00496,0.13532,0.18964,0.13831,0.13579,0.19034,0.13754,0.00930,0.12492,0.16793,0.13373,0.13996,0.19398,0.13960,0.14529,0.13579,0.02428,-0.12087,0.02706,-0.11008,-0.04905,-0.12050,-0.11154,0.01264,-0.09509,-0.00495,-0.02834,-0.03086,0.03361,0.02915,-0.05127,-0.13684,-0.13222,-0.12847,-0.12129,0.00851,0.06620,0.11788,0.11061,0.12483,0.01131,0.06141,0.00082,0.06110,0.09387,0.10673,0.10416,0.01268,-0.05114,0.14085,0.20201,0.14592,0.03094,0.79580,0.08315,0.06090,0.08191,-0.18142,-0.10612,0.05000,0.23701,-0.14074,-0.06747,-0.16969,-0.15681,0.06844,0.09259,0.22774,1.00000,0.09640,0.08204,0.06538,-0.33416,-0.15663,0.04617,0.28092,-0.20840,-0.06949,-0.26518,-0.22998,0.05647,0.08846,0.21456,-0.01288,0.05504,-0.05900,-0.01231,0.04121,-0.05850,-0.03613,-0.12617,-0.01163,-0.01467,0.00222,0.04524,0.01735,0.01674,0.01841,-0.01030,-0.03331,-0.03796,0.03766,0.03034,-0.03453,0.04795,-0.02887,0.09916,
Oliva_rawdata_v3.csv_F_fPAr,0.11284,0.07788,-0.04900,-0.15018,-0.00602,-0.04655,-0.15398,0.02710,-0.08294,-0.05714,-0.05656,-0.10020,-0.00634,-0.00651,-0.00120,-0.04229,-0.03150,0.02991,-0.09058,-0.07585,-0.01973,0.06922,-0.03234,-0.03832,-0.10846,-0.00518,-0.03396,-0.10232,-0.00240,-0.06930,0.03341,-0.01905,0.03543,0.00115,-0.06769,0.01730,0.09497,0.06886,-0.04948,-0.12160,-0.04669,-0.12391,0.03243,-0.04820,-0.03190,-0.05801,-0.08124,0.01577,0.02150,0.01816,-0.04174,-0.01408,0.03093,-0.08571,-0.06824,-0.00192,0.00301,0.03474,0.02249,-0.07634,-0.04777,-0.03010,0.01756,0.01232,0.03642,0.02165,-0.09188,-0.07600,-0.04522,-0.03881,-0.01992,-0.03618,0.01389,-0.00428,-0.03260,0.04729,0.75557,-0.04731,-0.18941,-0.22745,0.14893,-0.02743,0.11705,-0.21364,0.32141,-0.19305,0.13694,0.17940,-0.18430,-0.11372,0.09640,1.00000,-0.05002,-0.22473,-0.36920,0.21816,-0.02136,0.17119,-0.26935,0.36756,-0.24505,0.21037,0.23707,-0.21760,-0.10482,-0.05017,-0.06650,-0.03244,-0.04925,-0.07364,0.00979,-0.01048,-0.04888,-0.02699,-0.02796,-0.03812,-0.05895,-0.04039,-0.00088,-0.04107,0.10779,0.04766,0.04079,-0.01973,0.05031,0.04332,-0.00289,0.02648,0.10344,
Oliva_rawdata_v3.csv_F_fPAl,-0.03568,0.01331,-0.07749,0.03807,-0.00413,-0.07911,0.01399,0.08327,0.03834,0.03019,-0.07807,0.02159,0.01457,-0.00118,-0.00432,-0.07609,0.01941,0.08419,0.05258,0.04545,0.03659,0.05683,0.05111,-0.04296,0.01365,-0.03336,-0.04880,0.00407,-0.03644,-0.00466,0.02312,0.05697,-0.01399,-0.01057,0.01782,-0.02364,-0.05517,-0.02309,-0.07613,0.05680,-0.07811,0.04067,0.09004,0.06670,0.05743,-0.07383,0.04441,0.04911,0.03857,0.03250,-0.07703,-0.01287,0.08462,0.04613,0.04935,0.05183,0.07322,-0.05369,-0.07354,-0.11089,-0.07163,-0.06359,-0.06937,-0.07671,-0.04392,-0.06947,-0.14853,-0.10733,-0.08542,0.02611,0.06136,-0.02586,0.00696,-0.02458,0.08704,0.10263,0.00668,0.65769,-0.15201,-0.02298,-0.21430,0.04473,0.27148,-0.23214,-0.15784,0.20585,-0.00170,-0.16755,0.06027,-0.05269,0.08204,-0.05002,1.00000,-0.24675,-0.12485,-0.34709,0.00396,0.30901,-0.34456,-0.22128,0.21672,-0.09001,-0.23811,0.01752,-0.10118,0.03008,-0.03742,0.07377,0.02628,-0.07702,0.11369,0.08780,0.17966,0.03295,0.02570,-0.00341,0.00652,-0.05199,0.02409,-0.07927,0.04080,0.07098,0.08021,0.01029,0.01131,0.08497,-0.01257,-0.00366,-0.03606,
Oliva_rawdata_v3.csv_F_fCA,0.01216,-0.02646,0.15714,-0.08199,0.01601,0.15842,-0.04210,-0.15086,-0.00487,0.01228,0.15913,-0.07912,-0.00285,0.03539,0.04306,0.15366,0.05592,-0.15786,-0.01590,-0.03013,0.03464,-0.22130,0.02251,0.19339,0.32740,0.21015,0.19312,0.32843,0.20863,0.09464,0.09709,0.21165,0.16991,0.15545,0.29854,0.19404,0.10588,0.06850,0.15685,-0.11485,0.15800,-0.08917,-0.16435,-0.10530,-0.09640,0.15870,-0.11190,-0.05306,-0.05019,-0.04469,0.15325,0.09255,-0.16313,-0.07026,-0.09395,-0.19512,-0.19267,-0.01797,0.13884,0.21654,0.21341,0.20878,0.01284,0.14548,-0.03415,0.13212,0.21214,0.23315,0.19456,0.06202,-0.11857,0.18848,0.23127,0.21273,0.02473,0.07677,-0.16635,-0.14701,0.72503,0.00679,-0.02445,0.02677,-0.13204,0.17985,-0.14936,-0.15758,-0.20781,0.04849,0.09614,0.19076,0.06538,-0.22473,-0.24675,1.00000,-0.01816,-0.05587,-0.00189,-0.18511,0.16930,-0.17009,-0.24298,-0.28789,0.02279,0.09604,0.22996,0.06318,0.16242,-0.01443,0.06682,0.19644,-0.11199,-0.13536,-0.21536,-0.01123,-0.00756,0.15654,0.10506,0.09725,-0.00702,0.14870,-0.14587,-0.14838,-0.15435,0.00906,0.01445,-0.15434,-0.01027,0.00047,0.01635,
